Rep_year_total;Technology_Center;mean_Ext_Comp_Im;mean_Int_Tech_Rel;mean_Ext_Tech_Rel;mean_Int_Comp_Im;mean_Market_Cov;No_Inventor;IPC Level 2 - Total no. of assigned IPC classes;No. of authorities of origin;litigated;Backward citations to non-patent literature
15;2100;0,2606282085180281;0,1146943257190287;0,1820281618274747;0,1797873601317404;1,402009688317775;2;2;1;1;0
10;2100;32,1249461607499569;0,4813553230328992;14,2154085202650649;1,0986284505237227;2,292204423384233;9;1;1;1;34
8;2100;2,9539130462540530;0,5363792810175160;1,2084461135996725;1,3382976386282170;2,436395353741113;4;1;2;1;1
5;2100;2,1563735206921901;0,4308711489041645;0,7271879712740580;1,2206917802492783;2,891440351804097;30;2;3;1;7
8;2100;7,7770175933837891;0,8885129888852445;2,9522157377666911;2,3347473409440775;2,692294889026218;7;3;3;1;8
17;2100;3,1044613189167434;0,3235552476512062;3,1676918135748955;0,3235552476512062;0,966666665342119;2;1;1;1;3
17;2100;4,1543083853191805;0,4075750946584680;1,8023743430773422;0,9521893662297067;2,306780212455326;20;4;1;1;191
16;2100;4,5565248201875121;0,1802631406223072;4,6833079281975234;0,1592145421925713;0,947058821425718;4;2;1;1;6
16;2100;1,4637716061928698;0,3972866324817431;1,5549599388066468;0,3223403893849429;0,929411761900958;1;1;1;1;0
15;2100;0,6307534072548148;0,0801211744546887;0,6894491966813800;0,0560848228633404;0,962499998509884;5;1;1;1;13
15;2100;0,4368299823254346;0,1228925241157413;0,4736977377906441;0,0860247686505318;0,943749997764826;1;1;1;1;0
14;2100;1,0374170084794361;0,0886147697766622;0,5343971848487850;0,1510722001393633;1,888144270579021;3;3;1;1;1
13;2100;2,3718272617885048;0,1321490747588022;2,1622705502169484;0,1204802181039537;1,060951424496514;2;2;1;1;32
13;2100;4,0183755797999243;0,0946551710367203;3,6784795820713030;0,1597033909388954;1,299321906907218;4;1;1;1;12
12;2100;1,3590949567464679;0,0427741775145898;0,9543624566151547;0,0299419233432183;1,431738926814153;2;1;1;1;0
9;2100;3,5517414897680286;0,6606530845165255;3,6040404319763182;0,6513171091675761;0,939999997615814;2;1;1;1;265
5;2100;1,4661047657330823;0,0000000000000000;1,3749503890673325;0,0000000000000000;1,035591363906857;5;1;2;1;0
15;2100;3,5663586854934692;0,1843539667315781;3,5663586854934692;0,1843539667315781;1,000000000000000;3;1;1;1;0
17;2100;8,0706193049748780;0,0854085797650948;8,0706193049748780;0,0854085797650948;1,000000000000000;2;1;1;1;25
13;2100;7,9974805286952462;0,7556394721780504;7,9974805286952462;0,7556394721780504;1,000000000000000;9;1;1;1;14
16;2100;2,3219974216292889;0,5224029491929447;2,3219974216292889;0,5224029491929447;1,000000000000000;3;1;1;1;9
11;2100;4,6778907179832458;0,5415604636073114;4,6778907179832458;0,5415604636073114;1,000000000000000;7;1;1;1;14
15;2100;1,4326263032853608;0,2186802951619029;1,4326263032853608;0,2186802951619029;1,000000000000000;4;2;1;1;0
15;2100;2,2658783569932002;0,1087717728223652;2,2658783569932002;0,1087717728223652;1,000000000000000;3;1;1;1;200
